real12,pred12,real3,pred3
92.799,94.310196,89.366,94.17521
95.424,94.41399,85.346,94.77444
79.789,94.07831,99.021,94.86812
90.048,93.55558,97.47,94.49195
84.186,93.37485,100.537,94.33159
93.313,92.89224,86.079,94.59978
94.574,92.692215,90.761,95.12195
93.605,92.92928,100.572,95.628685
89.24,93.19898,91.13,95.02774
95.808,93.234924,92.799,94.551674
94.824,93.88395,95.424,94.97512
83.012,94.55084,79.789,94.626884
75.432,94.77674,90.048,94.10274
92.633,95.062935,84.186,94.01188
103.538,94.279564,93.313,93.5378
98.408,93.66495,94.574,93.19203
91.637,93.57859,93.605,93.19966
99.751,93.51059,89.24,93.18103
96.988,93.80771,95.808,93.6889
92.153,93.9269,94.824,93.60765
60.865,93.84161,83.012,93.49599
96.788,93.46871,75.432,93.43945
61.415,93.56385,92.633,93.66397
68.88,93.37437,103.538,93.28394
81.354,92.763084,98.408,93.02099
100.813,93.09595,91.637,92.82579
86.483,92.718704,99.751,94.05556
94.178,93.64342,96.988,94.38607
94.211,93.62135,92.153,94.2162
119.878,93.35349,60.865,94.1363
89.82343,93.428185,96.788,94.13878
86.80211,94.297066,61.415,93.451996
90.979,90.1649,68.88,93.82251
75.574,88.43395,81.354,92.52855
86.80211,86.28838,100.813,92.38783
90.125,86.4063,86.483,92.58914
87.96558,86.624725,94.178,92.78383
99.605,86.06732,94.211,92.93946
72.979,86.258095,119.878,92.48859
86.61052,86.82006,89.82343,91.19361
53.519,87.933914,86.80211,90.13786
111.647,88.9171,90.979,88.25286
44.648,89.89123,75.574,87.71298
108.198,92.0356,86.80211,87.258896
96.361,93.11501,90.125,87.11015
99.834,94.50313,87.96558,88.00183
103.175,96.251175,99.605,88.63301
110.052,97.362076,72.979,89.82441
106.068,97.62994,86.61052,90.13202
98.942,97.36304,53.519,90.8065
86.192,97.72207,111.647,93.45781
97.56,97.241066,44.648,93.48701
92.861,97.19617,108.198,94.45765
88.513,97.502365,96.361,95.314606
95.375,94.80087,99.834,93.91524
85.573,96.01591,103.175,97.267746
84.512,93.94289,110.052,97.21674
89.727,92.555725,106.068,96.27744
93.414,93.45923,98.942,97.205765
101.781,93.33375,86.192,97.27549
98.528,93.7639,97.56,97.065094
100.307,94.23282,92.861,95.93358
96.256,94.69936,88.513,94.09172
95.684,94.56301,95.375,94.34949
90.416,94.97657,85.573,94.66406
92.968,94.756966,84.512,94.14248
91.71,94.763794,89.727,93.95692
90.057,94.91518,93.414,93.87644
96.168,94.647095,101.781,93.172516
96.57,94.59956,98.528,92.88623
91.5,94.42158,100.307,92.93968
101.243,94.50261,96.256,93.54606
89.47,94.65575,95.684,93.615654
92.956,94.67055,90.416,94.079636
91.359,94.524925,92.968,94.27344
89.98,94.493065,91.71,94.43836
98.991,94.36646,90.057,94.44572
89.328,94.51563,96.168,94.60664
75.064,94.56517,96.57,94.514786
88.837,94.39391,91.5,94.4044
92.66,94.36241,101.243,94.32793
93.249,94.10368,89.47,94.07823
82.331,94.089874,92.956,93.906456
82.616,93.999466,91.359,93.99159
92.605,93.89403,89.98,93.60757
87.76,94.02871,98.991,93.77295
88.21,94.1116,89.328,93.66483
88.426,94.22128,75.064,93.55393
87.264,94.689255,88.837,93.754196
89.583,94.437775,92.66,93.26158
92.808,94.810745,93.249,93.7158
99.142,94.93283,82.331,92.939125
90.8,94.49865,82.616,92.89918
88.612,94.71854,92.605,92.87905
83.879,94.407646,87.76,92.642006
87.535,94.65539,88.21,92.536446
94.876,94.7484,88.426,92.841
91.37,94.28629,87.264,92.71432
100.039,94.037025,89.583,92.85478
93.547,93.49667,92.808,92.7259
88.595,92.89395,99.142,92.567154
93.087,92.53848,90.8,92.68724
80.429,92.23671,88.612,92.9183
96.341,91.7473,83.879,93.4828
97.353,91.62384,87.535,93.399605
101.125,91.63732,94.876,93.11018
92.445,92.18785,91.37,92.93367
92.358,92.5613,100.039,92.9368
95.548,93.56381,93.547,93.18733
94.006,94.22721,88.595,93.09667
97.673,93.83688,93.087,93.27408
76.685,93.66342,80.429,93.37126
77.961,93.109795,96.341,92.95666
85.004,93.11138,97.353,92.89336
85.354,93.172844,101.125,92.499176
90.70779,93.13569,92.445,92.77063
64.765,93.212555,92.358,93.54314
75.861,93.47916,95.548,93.8752
72.175,93.54017,94.006,93.60596
80.521,93.39715,97.673,93.46413
98.555,93.60094,76.685,93.553825
70.627,93.54652,77.961,93.61993
85.984,93.636086,85.004,94.01212
89.82343,92.88135,85.354,93.88908
64.099,92.605225,90.70779,93.647675
119.878,93.210266,64.765,92.829
89.82343,93.65912,75.861,92.29933
86.80211,94.70362,72.175,92.74182
86.80211,90.800575,80.521,92.96807
103.035,85.54285,98.555,90.600174
86.80211,85.01727,70.627,89.93275
84.908,83.45426,85.984,88.26593
87.96558,83.981964,89.82343,89.8163
97.274,81.14007,64.099,87.320114
87.96558,81.45181,119.878,86.64459
86.61052,85.29644,89.82343,88.36827
79.074,83.70071,86.80211,86.21161
41.604,87.59073,86.80211,85.56091
107.942,88.842545,103.035,86.56316
111.17,91.62767,86.80211,86.63555
100.925,92.61459,84.908,87.56961
102.956,92.937515,87.96558,87.61442
95.945,93.683334,97.274,87.968315
90.674,95.396866,87.96558,88.61445
102.109,96.79422,86.61052,89.506775
105.99,97.16878,79.074,89.82624
99.152,97.13093,41.604,91.5378
87.905,96.71595,107.942,93.53387
100.289,96.94727,111.17,94.87128
98.057,97.74138,100.925,96.84439
90.631,96.74053,102.956,96.569695
87.958,94.57474,95.945,96.95186
80.032,93.694405,90.674,96.960464
98.902,93.97965,102.109,97.57202
94.352,93.69901,105.99,97.03577
96.653,93.48377,99.152,96.49632
101.484,93.81304,87.905,96.321655
102.92,94.94197,100.289,95.98547
84.657,94.87975,98.057,95.42498
96.13,94.729744,90.631,94.49422
89.147,94.61128,87.958,94.42207
85.338,95.16271,80.032,94.50885
96.334,95.07771,98.902,94.05722
96.312,95.077156,94.352,93.66165
97.388,94.99611,96.653,93.68979
91.353,95.42081,101.484,93.76865
77.831,94.93255,102.92,93.959526
81.16,94.91174,84.657,93.423294
99.466,95.13467,96.13,93.69472
91.234,95.08233,89.147,94.09934
95.569,94.48811,85.338,94.10296
93.902,94.623985,96.334,94.184456
91.598,94.65106,96.312,94.13892
88.023,94.69607,97.388,94.471886
85.126,94.81979,91.353,94.47064
94.253,94.35011,77.831,94.30829
97.019,94.41318,81.16,94.170204
96.061,93.97998,99.466,93.917694
83.888,94.06062,91.234,94.03552
95.446,94.217606,95.569,93.570045
94.235,94.00268,93.902,93.826324
91.639,93.45378,91.598,93.360954
96.733,93.7081,88.023,93.33557
90.919,93.77053,85.126,93.05688
86.455,94.07347,94.253,93.161415
85.518,94.21247,97.019,92.98172
97.097,94.36251,96.061,92.80009
92.329,94.719025,83.888,93.11181
95.31,94.84589,95.446,93.3961
87.046,95.022224,94.235,93.655975
93.12,94.79889,91.639,93.21613
88.865,95.006905,96.733,93.46757
96.705,94.68781,90.919,93.33149
89.911,94.36377,86.455,93.65936
85.718,93.89497,85.518,94.058975
95.239,93.706276,97.097,94.16462
94.302,93.40887,92.329,94.01083
92.995,93.2143,95.31,93.93358
88.485,92.76681,87.046,94.3531
104.557,92.72789,93.12,94.75074
94.155,92.84296,88.865,94.663315
92.875,93.378494,96.705,94.00973
85.757,93.54473,89.911,93.680504
84.592,94.05308,85.718,93.30672
105.357,94.376945,95.239,93.261215
107.007,94.76089,94.302,93.14247
98.945,94.081985,92.995,92.500145
85.981,93.53782,88.485,92.88238
82.626,93.3084,104.557,93.21817
93.713,93.3007,94.155,93.28344
85.004,93.25327,92.875,93.24415
