出口站点,日期,小时,分钟,车流量
2011,2021/8/18,22,0,1
2011,2021/8/18,22,45,1
2011,2021/8/18,23,5,1
2011,2021/8/18,23,55,1
2011,2021/8/19,0,0,1
2011,2021/8/19,1,10,2
2011,2021/8/19,1,35,1
2011,2021/8/19,2,45,1
2011,2021/8/19,4,15,1
2011,2021/8/19,5,15,1
2011,2021/8/19,5,25,1
2011,2021/8/19,6,0,2
2011,2021/8/19,6,20,1
2011,2021/8/19,6,45,1
2011,2021/8/19,7,0,1
2011,2021/8/19,7,5,1
2011,2021/8/19,7,25,1
2011,2021/8/19,8,5,1
2011,2021/8/19,8,15,1
2011,2021/8/19,8,35,1
2011,2021/8/19,8,45,2
2011,2021/8/19,9,5,2
2011,2021/8/19,9,15,1
2011,2021/8/19,9,25,1
2011,2021/8/19,9,35,1
2011,2021/8/19,9,40,1
2011,2021/8/19,9,50,2
2011,2021/8/19,10,0,1
2011,2021/8/19,10,15,1
2011,2021/8/19,10,20,2
2011,2021/8/19,10,45,1
2011,2021/8/19,10,50,2
2011,2021/8/19,11,0,2
2011,2021/8/19,11,5,1
2011,2021/8/19,11,20,1
2011,2021/8/19,11,35,1
2011,2021/8/19,11,45,1
2011,2021/8/19,11,55,2
2011,2021/8/19,12,50,1
2011,2021/8/19,13,5,1
2011,2021/8/19,13,20,1
2011,2021/8/19,13,25,2
2011,2021/8/19,13,30,1
2011,2021/8/19,13,35,1
2011,2021/8/19,13,40,2
2011,2021/8/19,13,45,2
2011,2021/8/19,13,50,3
2011,2021/8/19,14,10,2
2011,2021/8/19,14,45,2
2011,2021/8/19,14,55,1
2011,2021/8/19,15,15,2
2011,2021/8/19,15,20,1
2011,2021/8/19,15,30,1
2011,2021/8/19,15,40,1
2011,2021/8/19,15,45,2
2011,2021/8/19,15,55,1
2011,2021/8/19,16,15,1
2011,2021/8/19,16,20,1
2011,2021/8/19,16,35,1
2011,2021/8/19,16,55,2
2011,2021/8/19,17,5,2
2011,2021/8/19,17,10,1
2011,2021/8/19,17,15,1
2011,2021/8/19,17,25,2
2011,2021/8/19,17,30,1
2011,2021/8/19,17,35,1
2011,2021/8/19,17,40,2
2011,2021/8/19,17,55,1
2011,2021/8/19,18,5,2
2011,2021/8/19,18,10,1
2011,2021/8/19,18,15,1
2011,2021/8/19,18,20,1
2011,2021/8/19,18,25,2
2011,2021/8/19,19,15,2
2011,2021/8/19,19,20,1
2011,2021/8/19,20,10,1
2011,2021/8/19,20,20,2
2011,2021/8/19,20,30,1
2011,2021/8/19,20,45,1
2011,2021/8/19,20,50,1
2011,2021/8/19,21,10,1
2011,2021/8/19,21,25,1
2011,2021/8/19,21,40,2
2011,2021/8/19,22,5,1
2011,2021/8/19,22,30,1
2011,2021/8/19,22,35,1
2011,2021/8/19,23,5,1
2011,2021/8/19,23,15,1
2011,2021/8/19,23,25,1
2011,2021/8/19,23,40,1
2011,2021/8/20,0,50,1
2011,2021/8/20,2,10,1
2011,2021/8/20,2,50,1
2011,2021/8/20,3,15,1
2011,2021/8/20,3,30,1
2011,2021/8/20,3,50,1
2011,2021/8/20,5,5,1
2011,2021/8/20,5,55,3
2011,2021/8/20,6,0,1
2011,2021/8/20,6,25,1
2011,2021/8/20,8,0,1
2011,2021/8/20,8,5,1
2011,2021/8/20,8,35,1
2011,2021/8/20,8,40,1
2011,2021/8/20,8,45,1
2011,2021/8/20,9,10,1
2011,2021/8/20,9,15,1
2011,2021/8/20,9,20,1
2011,2021/8/20,9,35,1
2011,2021/8/20,10,10,1
2011,2021/8/20,10,20,2
2011,2021/8/20,10,25,2
2011,2021/8/20,10,35,1
2011,2021/8/20,10,45,1
2011,2021/8/20,10,50,1
2011,2021/8/20,11,5,1
2011,2021/8/20,11,15,1
2011,2021/8/20,11,30,2
2011,2021/8/20,11,40,2
2011,2021/8/20,11,45,1
2011,2021/8/20,11,50,4
2011,2021/8/20,12,5,1
2011,2021/8/20,12,10,1
2011,2021/8/20,12,25,1
2011,2021/8/20,12,35,2
2011,2021/8/20,12,50,2
2011,2021/8/20,13,5,1
2011,2021/8/20,13,10,1
2011,2021/8/20,13,25,2
2011,2021/8/20,13,35,1
2011,2021/8/20,13,45,1
2011,2021/8/20,13,50,2
2011,2021/8/20,14,0,2
2011,2021/8/20,14,10,1
2011,2021/8/20,14,15,1
2011,2021/8/20,14,20,2
2011,2021/8/20,14,35,1
2011,2021/8/20,14,45,1
2011,2021/8/20,14,50,2
2011,2021/8/20,15,0,1
2011,2021/8/20,15,10,1
2011,2021/8/20,15,30,2
2011,2021/8/20,15,45,1
2011,2021/8/20,15,50,2
2011,2021/8/20,16,0,2
2011,2021/8/20,16,5,1
2011,2021/8/20,16,15,1
2011,2021/8/20,16,25,1
2011,2021/8/20,16,35,2
2011,2021/8/20,16,40,1
2011,2021/8/20,16,50,2
2011,2021/8/20,16,55,1
2011,2021/8/20,17,0,1
2011,2021/8/20,17,25,1
2011,2021/8/20,17,30,3
2011,2021/8/20,17,40,1
2011,2021/8/20,17,45,1
2011,2021/8/20,17,55,1
2011,2021/8/20,18,5,1
2011,2021/8/20,18,15,1
2011,2021/8/20,18,25,1
2011,2021/8/20,18,30,1
2011,2021/8/20,18,35,1
2011,2021/8/20,18,40,1
2011,2021/8/20,18,45,2
2011,2021/8/20,19,0,2
2011,2021/8/20,19,5,1
2011,2021/8/20,19,15,1
2011,2021/8/20,19,20,2
2011,2021/8/20,20,5,1
2011,2021/8/20,20,20,1
2011,2021/8/20,20,25,1
2011,2021/8/20,20,40,2
2011,2021/8/20,20,45,2
2011,2021/8/20,21,5,1
2011,2021/8/20,21,10,1
2011,2021/8/20,21,20,1
2011,2021/8/20,21,50,1
2011,2021/8/20,22,5,1
2011,2021/8/20,22,40,4
2011,2021/8/20,22,50,1
2011,2021/8/20,23,0,1
2011,2021/8/20,23,35,1
2011,2021/8/20,23,50,1
2011,2021/8/21,1,15,2
2011,2021/8/21,4,10,1
2011,2021/8/21,4,20,1
2011,2021/8/21,4,55,1
2011,2021/8/21,6,5,1
2011,2021/8/21,6,20,1
2011,2021/8/21,6,25,1
2011,2021/8/21,6,40,1
2011,2021/8/21,7,0,3
2011,2021/8/21,7,5,1
2011,2021/8/21,8,0,2
2011,2021/8/21,8,35,1
2011,2021/8/21,8,40,1
2011,2021/8/21,8,45,1
2011,2021/8/21,8,50,1
2011,2021/8/21,9,5,1
2011,2021/8/21,9,35,2
2011,2021/8/21,9,45,2
2011,2021/8/21,10,5,1
2011,2021/8/21,10,40,1
2011,2021/8/21,10,45,1
2011,2021/8/21,10,50,2
2011,2021/8/21,11,20,1
2011,2021/8/21,11,25,2
2011,2021/8/21,11,40,1
2011,2021/8/21,11,45,1
2011,2021/8/21,11,50,1
2011,2021/8/21,11,55,2
2011,2021/8/21,12,0,2
2011,2021/8/21,12,30,1
2011,2021/8/21,12,50,1
2011,2021/8/21,12,55,1
2011,2021/8/21,13,15,1
2011,2021/8/21,13,25,1
2011,2021/8/21,13,35,2
2011,2021/8/21,13,45,1
2011,2021/8/21,13,50,2
2011,2021/8/21,13,55,1
2011,2021/8/21,14,35,1
2011,2021/8/21,14,50,1
2011,2021/8/21,15,25,1
2011,2021/8/21,15,40,1
2011,2021/8/21,15,45,1
2011,2021/8/21,15,50,1
2011,2021/8/21,16,10,1
2011,2021/8/21,16,15,3
2011,2021/8/21,16,35,2
2011,2021/8/21,16,40,1
2011,2021/8/21,16,50,1
2011,2021/8/21,17,0,1
2011,2021/8/21,17,10,2
2011,2021/8/21,17,15,1
2011,2021/8/21,17,20,1
2011,2021/8/21,17,30,2
2011,2021/8/21,17,35,2
2011,2021/8/21,17,50,1
2011,2021/8/21,18,20,2
2011,2021/8/21,18,25,1
2011,2021/8/21,18,35,2
2011,2021/8/21,19,0,1
2011,2021/8/21,19,15,1
2011,2021/8/21,19,20,1
2011,2021/8/21,19,35,1
2011,2021/8/21,19,55,1
2011,2021/8/21,21,0,1
2011,2021/8/21,21,5,2
2011,2021/8/21,21,25,1
2011,2021/8/21,21,55,1
2011,2021/8/21,22,5,1
2011,2021/8/21,23,0,1
2011,2021/8/21,23,5,1
2011,2021/8/21,23,25,2
2011,2021/8/21,23,35,1
2011,2021/8/22,1,30,1
2011,2021/8/22,3,45,1
2011,2021/8/22,6,0,1
2011,2021/8/22,6,10,1
2011,2021/8/22,6,20,1
2011,2021/8/22,6,30,1
2011,2021/8/22,8,40,1
2011,2021/8/22,9,5,1
2011,2021/8/22,9,25,1
2011,2021/8/22,9,40,1
2011,2021/8/22,10,0,1
2011,2021/8/22,10,5,1
2011,2021/8/22,10,15,1
2011,2021/8/22,10,20,1
2011,2021/8/22,10,25,1
2011,2021/8/22,10,30,1
2011,2021/8/22,10,40,1
2011,2021/8/22,10,45,1
2011,2021/8/22,10,50,1
2011,2021/8/22,11,0,1
2011,2021/8/22,11,15,2
2011,2021/8/22,11,50,3
2011,2021/8/22,12,30,1
2011,2021/8/22,12,35,1
2011,2021/8/22,12,45,1
2011,2021/8/22,12,50,1
2011,2021/8/22,13,5,1
2011,2021/8/22,13,10,1
2011,2021/8/22,13,20,1
2011,2021/8/22,13,25,1
2011,2021/8/22,13,40,1
2011,2021/8/22,13,45,2
2011,2021/8/22,13,50,1
2011,2021/8/22,13,55,1
2011,2021/8/22,14,20,1
2011,2021/8/22,14,25,1
2011,2021/8/22,14,55,2
2011,2021/8/22,15,20,1
2011,2021/8/22,15,30,1
2011,2021/8/22,15,40,1
2011,2021/8/22,15,50,3
2011,2021/8/22,16,0,1
2011,2021/8/22,16,30,2
2011,2021/8/22,16,35,1
2011,2021/8/22,16,50,1
2011,2021/8/22,16,55,1
2011,2021/8/22,17,5,1
2011,2021/8/22,17,10,1
2011,2021/8/22,17,20,1
2011,2021/8/22,17,25,1
2011,2021/8/22,17,35,1
2011,2021/8/22,17,55,1
2011,2021/8/22,18,20,1
2011,2021/8/22,18,40,1
2011,2021/8/22,18,50,1
2011,2021/8/22,18,55,1
2011,2021/8/22,19,0,1
2011,2021/8/22,19,15,2
2011,2021/8/22,19,20,1
2011,2021/8/22,19,25,1
2011,2021/8/22,19,35,1
2011,2021/8/22,20,45,1
2011,2021/8/22,20,55,2
2011,2021/8/22,22,5,2
2011,2021/8/22,22,10,1
2011,2021/8/22,22,25,1
2011,2021/8/22,23,55,1
2011,2021/8/23,0,30,1
2011,2021/8/23,0,40,1
2011,2021/8/23,1,45,1
2011,2021/8/23,3,35,1
2011,2021/8/23,6,0,1
2011,2021/8/23,6,45,1
2011,2021/8/23,7,0,1
2011,2021/8/23,7,45,1
2011,2021/8/23,8,0,1
2011,2021/8/23,8,15,1
2011,2021/8/23,8,20,1
2011,2021/8/23,8,35,2
2011,2021/8/23,8,40,2
2011,2021/8/23,8,55,1
2011,2021/8/23,9,0,1
2011,2021/8/23,9,35,1
2011,2021/8/23,9,45,1
2011,2021/8/23,9,50,1
2011,2021/8/23,9,55,1
2011,2021/8/23,10,10,1
2011,2021/8/23,10,15,1
2011,2021/8/23,10,20,1
2011,2021/8/23,10,25,1
2011,2021/8/23,10,30,1
2011,2021/8/23,10,50,1
2011,2021/8/23,10,55,1
2011,2021/8/23,11,0,2
2011,2021/8/23,11,15,2
2011,2021/8/23,11,20,1
2011,2021/8/23,11,30,1
2011,2021/8/23,11,35,1
2011,2021/8/23,11,40,1
2011,2021/8/23,11,50,1
2011,2021/8/23,12,0,3
2011,2021/8/23,12,20,1
2011,2021/8/23,12,25,1
2011,2021/8/23,12,30,2
2011,2021/8/23,12,40,1
2011,2021/8/23,12,45,1
2011,2021/8/23,12,55,1
2011,2021/8/23,13,0,1
2011,2021/8/23,13,5,1
2011,2021/8/23,13,25,1
2011,2021/8/23,13,30,1
2011,2021/8/23,13,35,1
2011,2021/8/23,13,50,1
2011,2021/8/23,14,5,1
2011,2021/8/23,14,50,2
2011,2021/8/23,15,5,1
2011,2021/8/23,15,30,1
2011,2021/8/23,15,45,1
2011,2021/8/23,15,50,1
2011,2021/8/23,15,55,1
2011,2021/8/23,16,0,2
2011,2021/8/23,16,5,1
2011,2021/8/23,16,25,1
2011,2021/8/23,16,30,1
2011,2021/8/23,16,40,1
2011,2021/8/23,16,50,1
2011,2021/8/23,17,15,2
2011,2021/8/23,17,25,2
2011,2021/8/23,18,0,2
2011,2021/8/23,18,5,1
2011,2021/8/23,18,15,1
2011,2021/8/23,18,20,1
2011,2021/8/23,18,25,2
2011,2021/8/23,18,30,1
2011,2021/8/23,18,45,2
2011,2021/8/23,18,50,1
2011,2021/8/23,19,15,1
2011,2021/8/23,19,20,1
2011,2021/8/23,19,30,1
2011,2021/8/23,19,35,2
2011,2021/8/23,20,5,1
2011,2021/8/23,21,0,1
2011,2021/8/23,21,25,1
2011,2021/8/23,21,30,1
2011,2021/8/23,21,40,1
2011,2021/8/23,22,0,1
2011,2021/8/23,22,50,1
2011,2021/8/23,23,5,1
2011,2021/8/24,0,15,1
2011,2021/8/24,2,0,1
2011,2021/8/24,6,5,2
2011,2021/8/24,6,15,1
2011,2021/8/24,6,40,1
2011,2021/8/24,7,10,1
2011,2021/8/24,7,35,1
2011,2021/8/24,7,40,1
2011,2021/8/24,7,50,1
2011,2021/8/24,7,55,1
2011,2021/8/24,8,0,3
2011,2021/8/24,8,5,1
2011,2021/8/24,8,10,1
2011,2021/8/24,8,15,2
2011,2021/8/24,8,20,2
2011,2021/8/24,8,25,1
2011,2021/8/24,8,35,2
2011,2021/8/24,8,40,2
2011,2021/8/24,8,45,2
2011,2021/8/24,8,50,2
2011,2021/8/24,8,55,2
2011,2021/8/24,9,5,1
2011,2021/8/24,9,40,1
2011,2021/8/24,9,45,1
2011,2021/8/24,9,50,3
2011,2021/8/24,10,0,1
2011,2021/8/24,10,30,1
2011,2021/8/24,10,35,4
2011,2021/8/24,10,40,1
2011,2021/8/24,10,50,1
2011,2021/8/24,10,55,1
2011,2021/8/24,11,5,2
2011,2021/8/24,11,45,1
2011,2021/8/24,11,50,1
2011,2021/8/24,12,20,1
2011,2021/8/24,12,50,2
2011,2021/8/24,13,35,1
2011,2021/8/24,13,40,1
2011,2021/8/24,13,45,1
2011,2021/8/24,13,50,1
2011,2021/8/24,14,5,1
2011,2021/8/24,14,10,1
2011,2021/8/24,14,25,1
2011,2021/8/24,14,30,1
2011,2021/8/24,14,45,1
2011,2021/8/24,14,50,1
2011,2021/8/24,15,15,2
2011,2021/8/24,15,30,1
2011,2021/8/24,15,40,1
2011,2021/8/24,15,45,1
2011,2021/8/24,15,50,3
2011,2021/8/24,16,5,1
2011,2021/8/24,16,40,1
2011,2021/8/24,16,50,1
2011,2021/8/24,16,55,2
2011,2021/8/24,17,0,2
2011,2021/8/24,17,5,1
2011,2021/8/24,17,10,3
2011,2021/8/24,17,15,2
2011,2021/8/24,17,20,1
2011,2021/8/24,17,25,1
2011,2021/8/24,17,50,1
2011,2021/8/24,18,0,1
2011,2021/8/24,18,10,1
2011,2021/8/24,18,15,2
2011,2021/8/24,18,20,2
2011,2021/8/24,18,25,1
2011,2021/8/24,18,40,1
2011,2021/8/24,18,45,1
2011,2021/8/24,18,50,2
2011,2021/8/24,18,55,2
2011,2021/8/24,19,5,1
2011,2021/8/24,19,10,1
2011,2021/8/24,19,15,1
2011,2021/8/24,19,20,1
2011,2021/8/24,19,25,1
2011,2021/8/24,19,35,1
2011,2021/8/24,20,10,1
2011,2021/8/24,20,55,1
2011,2021/8/24,21,15,1
2011,2021/8/24,21,20,1
2011,2021/8/24,21,25,1
2011,2021/8/24,21,30,1
2011,2021/8/24,21,50,1
2011,2021/8/24,23,10,1
2011,2021/8/25,0,55,1
2011,2021/8/25,3,15,1
2011,2021/8/25,4,35,1
2011,2021/8/25,5,5,1
2011,2021/8/25,6,0,1
2011,2021/8/25,6,5,2
2011,2021/8/25,6,55,1
2011,2021/8/25,7,0,1
2011,2021/8/25,7,20,1
2011,2021/8/25,8,0,3
2011,2021/8/25,8,15,2
2011,2021/8/25,8,25,1
2011,2021/8/25,8,35,1
2011,2021/8/25,8,45,3
2011,2021/8/25,8,50,1
2011,2021/8/25,8,55,1
2011,2021/8/25,9,0,1
2011,2021/8/25,9,35,1
2011,2021/8/25,10,10,1
2011,2021/8/25,10,20,1
2011,2021/8/25,10,25,1
2011,2021/8/25,10,35,1
2011,2021/8/25,10,40,2
2011,2021/8/25,10,50,1
2011,2021/8/25,10,55,1
2011,2021/8/25,11,30,1
2011,2021/8/25,11,35,1
2011,2021/8/25,11,45,1
2011,2021/8/25,11,55,1
2011,2021/8/25,12,25,1
2011,2021/8/25,12,50,1
2011,2021/8/25,13,0,1
2011,2021/8/25,13,5,1
2011,2021/8/25,13,25,1
2011,2021/8/25,13,30,1
2011,2021/8/25,13,40,2
2011,2021/8/25,13,50,1
2011,2021/8/25,13,55,1
2011,2021/8/25,14,0,1
2011,2021/8/25,14,25,2
2011,2021/8/25,14,50,1
2011,2021/8/25,15,0,1
2011,2021/8/25,15,15,1
2011,2021/8/25,15,20,1
2011,2021/8/25,15,35,2
2011,2021/8/25,15,45,2
2011,2021/8/25,15,50,1
2011,2021/8/25,15,55,1
2011,2021/8/25,16,0,1
2011,2021/8/25,16,20,1
2011,2021/8/25,16,30,1
2011,2021/8/25,16,40,2
2011,2021/8/25,16,45,1
2011,2021/8/25,16,50,1
2011,2021/8/25,17,5,1
2011,2021/8/25,17,20,3
2011,2021/8/25,17,35,1
2011,2021/8/25,17,50,1
2011,2021/8/25,18,20,2
2011,2021/8/25,18,25,1
2011,2021/8/25,18,40,1
2011,2021/8/25,19,5,1
2011,2021/8/25,19,10,6
2011,2021/8/25,19,15,2
2011,2021/8/25,19,20,2
2011,2021/8/25,19,25,2
2011,2021/8/25,19,55,1
2011,2021/8/25,20,0,1
2011,2021/8/25,20,5,1
2011,2021/8/25,20,40,2
2011,2021/8/25,20,50,1
2011,2021/8/25,21,0,2
2011,2021/8/25,21,10,1
2011,2021/8/25,21,15,1
2011,2021/8/25,22,10,1
2011,2021/8/25,22,30,1
2011,2021/8/25,22,55,1
2011,2021/8/25,23,20,1
2011,2021/8/26,0,0,1
2011,2021/8/26,1,20,1
2011,2021/8/26,4,55,1
2011,2021/8/26,6,5,2
2011,2021/8/26,8,5,1
2011,2021/8/26,9,0,1
2011,2021/8/26,9,25,1
2011,2021/8/26,9,45,1
2011,2021/8/26,10,20,1
2011,2021/8/26,10,30,1
2011,2021/8/26,10,35,3
2011,2021/8/26,10,50,1
2011,2021/8/26,11,0,2
2011,2021/8/26,11,5,1
2011,2021/8/26,11,55,1
2011,2021/8/26,12,0,2
2011,2021/8/26,12,50,1
2011,2021/8/26,13,0,3
2011,2021/8/26,13,20,3
2011,2021/8/26,13,40,1
2011,2021/8/26,13,50,3
2011,2021/8/26,14,10,1
2011,2021/8/26,14,15,2
2011,2021/8/26,14,20,1
2011,2021/8/26,14,30,1
2011,2021/8/26,14,35,2
2011,2021/8/26,14,50,1
2011,2021/8/26,14,55,1
2011,2021/8/26,15,0,2
2011,2021/8/26,15,5,1
2011,2021/8/26,15,10,1
2011,2021/8/26,15,20,1
2011,2021/8/26,15,25,3
2011,2021/8/26,15,30,1
2011,2021/8/26,15,45,2
2011,2021/8/26,15,50,2
2011,2021/8/26,16,5,1
2011,2021/8/26,16,40,1
2011,2021/8/26,16,50,2
2011,2021/8/26,16,55,1
2011,2021/8/26,17,0,1
2011,2021/8/26,17,5,1
2011,2021/8/26,17,10,1
2011,2021/8/26,17,20,3
2011,2021/8/26,17,35,1
2011,2021/8/26,17,45,3
2011,2021/8/26,17,55,1
2011,2021/8/26,18,5,2
2011,2021/8/26,18,15,2
2011,2021/8/26,18,25,3
2011,2021/8/26,18,30,1
2011,2021/8/26,18,45,1
2011,2021/8/26,18,55,1
2011,2021/8/26,19,10,3
2011,2021/8/26,19,15,1
2011,2021/8/26,19,20,1
2011,2021/8/26,19,25,1
2011,2021/8/26,19,40,1
2011,2021/8/26,19,50,2
2011,2021/8/26,20,0,1
2011,2021/8/26,20,5,1
2011,2021/8/26,20,10,1
2011,2021/8/26,20,35,1
2011,2021/8/26,20,55,2
2011,2021/8/26,21,0,1
2011,2021/8/26,21,5,2
2011,2021/8/26,21,10,1
2011,2021/8/26,21,15,1
2011,2021/8/26,21,40,1
2011,2021/8/26,21,55,1
2011,2021/8/26,23,10,1
2011,2021/8/27,0,5,1
2011,2021/8/27,0,20,1
2011,2021/8/27,0,45,1
2011,2021/8/27,2,30,1
2011,2021/8/27,3,50,1
2011,2021/8/27,6,0,1
2011,2021/8/27,6,40,1
2011,2021/8/27,7,10,1
2011,2021/8/27,7,35,1
2011,2021/8/27,7,40,2
2011,2021/8/27,7,55,1
2011,2021/8/27,8,30,1
2011,2021/8/27,8,45,2
2011,2021/8/27,9,5,1
2011,2021/8/27,9,35,1
2011,2021/8/27,9,50,1
2011,2021/8/27,10,0,1
2011,2021/8/27,10,5,2
2011,2021/8/27,10,15,1
2011,2021/8/27,10,20,2
2011,2021/8/27,10,25,2
2011,2021/8/27,10,45,2
2011,2021/8/27,10,55,2
2011,2021/8/27,11,0,1
2011,2021/8/27,11,10,1
2011,2021/8/27,11,20,2
2011,2021/8/27,11,35,1
2011,2021/8/27,11,40,1
2011,2021/8/27,11,50,2
2011,2021/8/27,11,55,1
2011,2021/8/27,12,0,2
2011,2021/8/27,12,10,1
2011,2021/8/27,12,20,1
2011,2021/8/27,12,40,1
2011,2021/8/27,12,50,1
2011,2021/8/27,13,0,1
2011,2021/8/27,13,20,2
2011,2021/8/27,13,25,1
2011,2021/8/27,13,40,1
2011,2021/8/27,13,50,1
2011,2021/8/27,14,5,1
2011,2021/8/27,14,10,1
2011,2021/8/27,14,15,2
2011,2021/8/27,14,20,4
2011,2021/8/27,14,30,1
2011,2021/8/27,14,35,1
2011,2021/8/27,14,40,1
2011,2021/8/27,14,50,1
2011,2021/8/27,15,30,1
2011,2021/8/27,15,35,1
2011,2021/8/27,15,50,2
2011,2021/8/27,15,55,1
2011,2021/8/27,16,20,1
2011,2021/8/27,16,25,2
2011,2021/8/27,16,35,1
2011,2021/8/27,16,55,3
2011,2021/8/27,17,0,2
2011,2021/8/27,17,5,1
2011,2021/8/27,17,15,2
2011,2021/8/27,17,25,2
2011,2021/8/27,17,30,3
2011,2021/8/27,17,45,1
2011,2021/8/27,17,55,1
2011,2021/8/27,18,0,2
2011,2021/8/27,18,20,1
2011,2021/8/27,18,25,2
2011,2021/8/27,18,30,1
2011,2021/8/27,18,35,1
2011,2021/8/27,18,45,2
2011,2021/8/27,18,50,1
2011,2021/8/27,19,5,1
2011,2021/8/27,19,15,2
2011,2021/8/27,19,20,2
2011,2021/8/27,19,25,1
2011,2021/8/27,19,45,1
2011,2021/8/27,20,0,1
2011,2021/8/27,20,25,1
2011,2021/8/27,21,5,5
2011,2021/8/27,21,15,1
2011,2021/8/27,21,30,1
2011,2021/8/27,21,35,1
2011,2021/8/27,22,25,1
2011,2021/8/27,22,30,1
2011,2021/8/27,22,45,1
2011,2021/8/27,22,50,1
2011,2021/8/27,22,55,1
2011,2021/8/27,23,35,1
2011,2021/8/28,0,5,1
2011,2021/8/28,0,25,1
2011,2021/8/28,0,50,1
2011,2021/8/28,5,20,1
2011,2021/8/28,6,0,1
2011,2021/8/28,6,10,1
2011,2021/8/28,6,40,1
2011,2021/8/28,7,5,2
2011,2021/8/28,7,10,1
2011,2021/8/28,7,25,1
2011,2021/8/28,8,5,1
2011,2021/8/28,8,15,1
2011,2021/8/28,8,20,1
2011,2021/8/28,8,40,2
2011,2021/8/28,8,50,1
2011,2021/8/28,9,0,2
2011,2021/8/28,9,25,1
2011,2021/8/28,10,0,1
2011,2021/8/28,10,5,1
2011,2021/8/28,10,15,3
2011,2021/8/28,10,20,1
2011,2021/8/28,10,25,2
2011,2021/8/28,10,30,1
2011,2021/8/28,10,35,2
2011,2021/8/28,10,40,1
2011,2021/8/28,10,55,1
2011,2021/8/28,11,20,1
2011,2021/8/28,11,25,1
2011,2021/8/28,11,50,1
2011,2021/8/28,12,0,1
2011,2021/8/28,12,10,1
2011,2021/8/28,12,45,1
2011,2021/8/28,12,50,2
2011,2021/8/28,13,0,1
2011,2021/8/28,13,10,1
2011,2021/8/28,13,15,1
2011,2021/8/28,13,20,1
2011,2021/8/28,13,40,1
2011,2021/8/28,13,45,2
2011,2021/8/28,13,50,1
2011,2021/8/28,14,0,1
2011,2021/8/28,14,15,1
2011,2021/8/28,14,20,1
2011,2021/8/28,14,25,1
2011,2021/8/28,14,30,1
2011,2021/8/28,14,50,1
2011,2021/8/28,15,50,2
2011,2021/8/28,15,55,1
2011,2021/8/28,16,0,3
2011,2021/8/28,16,15,1
2011,2021/8/28,16,20,2
2011,2021/8/28,16,25,1
2011,2021/8/28,16,40,1
2011,2021/8/28,16,50,1
2011,2021/8/28,16,55,1
2011,2021/8/28,17,5,1
2011,2021/8/28,17,15,1
2011,2021/8/28,17,20,2
2011,2021/8/28,17,25,1
2011,2021/8/28,17,40,3
2011,2021/8/28,17,50,1
2011,2021/8/28,17,55,1
2011,2021/8/28,18,10,1
2011,2021/8/28,18,15,1
2011,2021/8/28,18,20,1
2011,2021/8/28,18,25,1
2011,2021/8/28,18,45,1
2011,2021/8/28,19,0,2
2011,2021/8/28,19,5,1
2011,2021/8/28,19,20,2
2011,2021/8/28,19,30,1
2011,2021/8/28,19,45,1
2011,2021/8/28,19,55,1
2011,2021/8/28,20,5,1
2011,2021/8/28,20,25,2
2011,2021/8/28,20,50,1
2011,2021/8/28,20,55,1
2011,2021/8/28,21,40,1
2011,2021/8/28,21,50,1
2011,2021/8/28,22,0,2
2011,2021/8/28,22,15,1
2011,2021/8/28,23,0,1
2011,2021/8/29,0,0,1
2011,2021/8/29,0,10,1
2011,2021/8/29,3,25,1
2011,2021/8/29,3,30,1
2011,2021/8/29,6,0,1
2011,2021/8/29,6,35,1
2011,2021/8/29,6,40,1
2011,2021/8/29,6,50,1
2011,2021/8/29,6,55,3
2011,2021/8/29,7,50,1
2011,2021/8/29,8,35,2
2011,2021/8/29,8,55,4
2011,2021/8/29,9,5,3
2011,2021/8/29,9,10,1
2011,2021/8/29,9,15,1
2011,2021/8/29,9,25,1
2011,2021/8/29,9,35,1
2011,2021/8/29,9,40,2
2011,2021/8/29,9,50,1
2011,2021/8/29,10,15,1
2011,2021/8/29,10,20,1
2011,2021/8/29,10,30,1
2011,2021/8/29,10,40,2
2011,2021/8/29,10,50,1
2011,2021/8/29,10,55,1
2011,2021/8/29,11,5,1
2011,2021/8/29,11,10,1
2011,2021/8/29,11,25,2
2011,2021/8/29,11,30,1
2011,2021/8/29,11,40,4
2011,2021/8/29,11,45,1
2011,2021/8/29,11,50,1
2011,2021/8/29,12,10,1
2011,2021/8/29,12,20,1
2011,2021/8/29,12,45,1
2011,2021/8/29,12,50,1
2011,2021/8/29,12,55,2
2011,2021/8/29,13,10,1
2011,2021/8/29,13,25,1
2011,2021/8/29,13,30,1
2011,2021/8/29,13,35,2
2011,2021/8/29,13,40,1
2011,2021/8/29,13,45,1
2011,2021/8/29,13,50,2
2011,2021/8/29,14,10,1
2011,2021/8/29,14,15,1
2011,2021/8/29,14,20,1
2011,2021/8/29,14,50,1
2011,2021/8/29,14,55,1
2011,2021/8/29,15,5,2
2011,2021/8/29,15,15,2
2011,2021/8/29,15,25,1
2011,2021/8/29,15,30,1
2011,2021/8/29,15,40,1
2011,2021/8/29,15,50,1
2011,2021/8/29,16,5,1
2011,2021/8/29,16,10,1
2011,2021/8/29,16,20,1
2011,2021/8/29,16,30,2
2011,2021/8/29,16,50,3
2011,2021/8/29,16,55,1
2011,2021/8/29,17,0,3
2011,2021/8/29,17,10,2
2011,2021/8/29,17,20,1
2011,2021/8/29,17,30,1
